headline,label
非常 好看 善良 的 西蘇 讓 人 好 感動 勇敢 的 拉雅 展現 不 一樣 的 公主 風格 ,1.0
環保 議題 的 電影 一直 以來 都 算是 冷門 的 導演 敢 拍出 真實 的 情況 讓 人們 看到 是 一 件 很 勇敢 的 行為 各 種 污染 充斥 在 我們 的 身旁 愛護 地球 環境 是 刻不容緩 的 值得 大家 一 看 內容 寫實 感人 又 哀傷 推 ,1.0
某 種 程度 的 愛情 常常 是 一 種 自以爲 為 了 對方 好 的 觀點 決定 了 未來 的 發展 幸而 有 了 演技 在 線 的 發揮 讓 故事 變 得 立體 飽滿 ,1.0
其實 並 不 好看 中間 有 一 段 真的 很 想 睡 ,0.0
超級 感動 感動 本 以為 國片 沒 什麼 出乎意外 ,1.0
 的 評價 也 太 低 了 吧 這 部 明明 就 很 好看 ,1.0
真心 覺得 好看 演技 很 厲害 粉 感人 ,1.0
劇情 緊湊 角色 鮮明 沒有 冷場 後面 爆哭 另外 覺得 女主 有 淺力 當 看護 ,1.0
一 開始 就 知道 後面 的 劇情 雖然 兩 位 演員 演技 都 很 好 但是 裡面 一直 打打殺殺 罵 髒話 討債 這 種 工作 被 塑造成 好像 很 厲害 對 社會 有 不良 影響 台灣 可以 拍 一些 別 類型 的 片 嗎 這 真的 很 沒 深度 ,0.0
很 好看 超 好看 要 帶 面紙 進去 電影院 觀看 笑 中 有 淚 淚 中 帶 笑 邱澤 詮釋 角色 詮釋 得 非常 好 真的 很 感動 ,1.0
剛 看完 真的 超級 好看 裘莉 演 的 就 是 讚 ,1.0
邱澤 演技 真的 很 棒演 什麼 像 什麼 茄子蛋 的 主題曲 實在 太 好聽 了 ,1.0
超 好看 內容 沒 拖到 戲 已經 二 刷 而且 女 主角 越 看 越 漂亮 ,1.0
和 以往 的 迪士尼 卡通 很 不 一樣 有趣 好看 完全 不 冷場 ,1.0
這 是 一 部 續集 電影 啦 看 不 懂 劇情 人物 組織 的 可以 先 去 看 哥吉拉 金剛 骷髏島 哥吉拉 怪獸 之 王 哥吉拉 大戰 金剛 為 此 系列 第四 部 作品 ,0.0
